ENSG,ENSG00000198938.2,ENSG00000198712.1,ENSG00000198886.2,ENSG00000198804.2,ENSG00000198840.2,ENSG00000198899.2,ENSG00000198727.2,ENSG00000210082.2,ENSG00000142515.13,ENSG00000263639.4
TCGA-2A-A8VT-01A,3663.12228861,3881.24897463,4192.37225135,4069.94998211,2637.37493696,2476.61221235,2831.23416931,1444.65913073,1503.49399166,1340.10578649
TCGA-HC-7748-01A,3075.30565423,3132.97925061,3067.6092435,4207.90286707,2128.94304537,2412.26402801,1938.33124436,2140.45741013,4271.13743051,2604.459963
TCGA-CH-5750-01A,5509.14746886,6523.08195907,6922.74478116,5399.78431507,5688.46619106,4922.80369728,4664.19884896,3742.05161598,3294.10999446,675.069392556
TCGA-G9-6333-01A,7181.42875555,7746.17544782,9072.70947236,6599.30212369,6158.89339322,5975.57796751,7281.32726011,4877.57348201,8255.00697849,3571.87854351
TCGA-VN-A88P-01A,13524.6328353,11546.6267014,11410.9538075,4854.56696649,13955.0773968,9299.77395189,10560.2898168,6305.1575090000015,4663.45298843,18792.8562004
TCGA-XK-AAJU-01A,8743.88728545,8576.20336609,7031.34622198,8144.37658583,4938.036723800001,5780.37902411,4860.66554074,4008.78071611,3462.02691615,14677.9420826
TCGA-2A-AAYF-01A,9437.07182182,10045.746835700002,9734.8480705,7576.58404244,5214.59610864,6148.78114943,4169.86394765,3381.69724385,8455.70113325,478.231696989
TCGA-FC-A66V-01A,7069.2582618,6826.53148581,2103.39901236,4088.91792066,3247.14519071,2775.01230307,1711.19268995,3846.78912826,6893.04590697,48532.518062
TCGA-EJ-A7NN-01A,9994.28955563,10229.391168,9294.1195001,9699.54460419,7689.67304632,7428.35713155,6130.59836783,5396.24533973,3243.2909514000007,642.947909286
TCGA-M7-A721-01A,9849.92659846,10954.218207,9715.36714196,8502.13926026,4293.83845169,7341.64047016,5779.50446979,3864.69399027,5388.52687684,5841.60959974
TCGA-J4-A67M-01A,4746.22561805,4746.34567939,1373.29861316,1530.94714347,2385.92074988,1428.42227894,986.798709019,1905.4730832,7056.343231399998,6650.07165159
