TCGA_barcode_TPM,ENSG00000163631,ENSG00000158874,ENSG00000198804,ENSG00000198938,ENSG00000198712,ENSG00000198899,ENSG00000087086,ENSG00000198886,ENSG00000197249,ENSG00000228253
TCGA-EP-A26S-11A-12R-A16W-07,163657.9531,21130.72461,14670.17676,15178.05078,15864.36621,18410.45898,11556.68652,13416.35938,15747.59082,10575.68945
TCGA-DD-A39V-11A-11R-A213-07,80991.28125,10198.5332,30703.51172,19298.51953,22109.41406,30000.73438,6914.214355,19188.25,21630.98828,15611.96289
TCGA-DD-A119-11A-11R-A131-07,34604.67188,6416.46582,17146.71094,12074.32715,11828.96777,17560.02148,6922.908691,14228.91309,25692.73633,10571.29102
TCGA-BC-A10U-11A-11R-A131-07,88871.27344,11280.91406,27884.33398,27672.87695,27491.43164,35614.30078,4707.768555,29503.5293,16361.49219,21838.42578
TCGA-BC-A10X-11A-11R-A131-07,98516.02344,13036.52246,28233.30273,20314.70313,17597.83203,29880.13672,5879.071289,24739.64453,16963.69727,21690.80859
TCGA-DD-A39X-11A-11R-A213-07,159817.3594,21713.68555,16816.0293,14767.86035,17325.56445,20553.23438,7808.441895,17582.33398,23525.80664,11897.41211
TCGA-EP-A12J-11A-11R-A131-07,129265.3906,18274.75195,25187.59375,16471.24219,16546.0957,19859.875,5779.035645,19801.02734,16341.7627,15649.79199
TCGA-BC-A10Y-11A-11R-A131-07,110241.875,11491.87402,19625.80273,15350.89063,20969.29883,28224.57422,7749.309082,23853.85156,19637.47852,17788.57422
TCGA-DD-A114-11A-12R-A131-07,74053.96875,19282.35742,26462.17578,19812.80273,15250.79102,20563.93359,9622.242188,17589.64063,23232.92383,14727.27051
TCGA-BC-A10T-11A-11R-A131-07,110052.4609,12009.74512,35680.10156,28781.36328,30212.30664,40884.60156,6444.879395,31824.9707,19318.62891,23179.0918
TCGA-BC-A10Z-11A-11R-A131-07,85678.99219,9304.09082,28054.4043,25532.06641,21871.2168,28829.09375,6267.172363,22436.33398,20825.57813,18871.58789
TCGA-DD-A3A8-11A-11R-A22L-07,83601.48438,21320.07813,40174.08594,32121.78516,33753.6875,38482.49219,11513.67871,40841.05469,13336.69531,25507.80664
TCGA-BC-A10W-11A-11R-A131-07,97888.61719,16018.17969,30565.24219,25224.12891,23313.875,28763.09766,10523.46387,24201.25391,19495.09961,19543.88867
TCGA-FV-A3R2-11A-11R-A22L-07,156179.125,12383.50586,20786.15625,16850.42969,16372.43945,20793.99414,8134.30957,15875.11231,17188.0918,11716.3916
TCGA-FV-A3I1-11A-11R-A22L-07,133873.1563,12712.77734,24166.66602,17119.43359,15114.46191,22228.39453,8038.470215,19074.31836,20567.09766,16366.41895
TCGA-BD-A2L6-11A-21R-A213-07,101676.1719,9576.176758,34069.02344,25029.91992,21007.00391,29412.31445,9959.765625,24717.50977,18886.53125,22467.61328
TCGA-DD-A116-11A-12R-A26B-07,128928.4219,16476.28516,35324.38672,26745.51367,20489.4668,37114.69531,8699.936523,30352.43359,14360.54199,29194.10547
TCGA-DD-A3A4-11A-11R-A22L-07,50033.63281,11570.06738,14463.83398,14940.94629,11856.38477,15552.80762,13091.68457,12037.58203,16030.66797,9224.795898
TCGA-G3-A3CH-11A-11R-A22L-07,158626.125,16495.29492,37072.05859,22387.11523,16969.83984,24364.95117,8323.108398,26143.75586,13523.83398,18902.96484
TCGA-DD-A1EG-11A-11R-A213-07,139241.9531,18678.91992,25868.06445,21072.22656,24383.93164,21451.16602,8192.083984,21125.88477,15719.50879,11548.23926
TCGA-DD-A11D-11A-12R-A131-07,87580.57031,16648.28711,34298.96094,21013.20117,22584.72852,25979.72266,6562.117188,24668.58203,14159.90039,17825.88477
TCGA-DD-A3A1-11A-11R-A213-07,69018.53906,25747.19727,5643.744629,6560.817383,7638.650879,7138.754883,16722.8125,3220.874023,38236.82031,917.75946
TCGA-DD-A3A6-11A-11R-A22L-07,103756.7109,20924.25391,33823.26563,30745.25,30642.64844,34231.94141,8598.039062,28626.90234,16757.06836,18747.23828
TCGA-DD-A3A5-11A-11R-A22L-07,87057.46875,14189.00098,21708.5332,18569.92188,16258.15918,19355.6582,7207.544922,16356.20898,24962.54492,11877.78711
TCGA-DD-A11A-11A-11R-A131-07,52951.21484,8222.336914,28307.63281,19372.48828,18853.27148,23868.30469,6422.582031,23553.41406,26389.85352,18266.25391
TCGA-DD-A11B-11A-11R-A131-07,86445.53125,14675.96777,42401.78906,40171.52734,35160.98828,45326.17969,7186.266602,38921.70703,16535.17383,25093.34766
TCGA-BC-A216-11A-11R-A155-07,62064.10547,6422.703613,35474.67188,28007.12695,25925.62695,38207.23438,5666.452148,28600.82227,15852.33203,25011.86914
TCGA-DD-A39W-11A-11R-A213-07,106778.1094,15595.61621,19975.60352,19674.6543,17025.06055,24604.96484,8219.702148,16744.92578,14688.65332,13724.50391
TCGA-FV-A3I0-11A-11R-A22L-07,103838.2969,13499.89258,26377.18164,18718.05078,18717.69727,27303.27148,7084.572266,23176.20117,23362.10547,16934.70508
TCGA-DD-A1EJ-11A-11R-A155-07,89025.85156,15949.58496,23996.69141,18708.95117,18304.20703,17900.17383,7510.884766,16838.10742,21530.9375,12014.09961
TCGA-EP-A3RK-11A-11R-A22L-07,139267.8281,15106.9082,26556.53711,20467.47461,17367.39844,25635.42773,9087.238281,20230.50391,18828.15039,18395.35938
TCGA-DD-A39Z-11A-21R-A213-07,92522.35938,17906.47852,34833.17578,28357.80273,22414.56836,34198.79688,7392.744629,27323.48633,31740.91016,25010.67188
TCGA-FV-A23B-11A-11R-A16W-07,115214.6719,19219.44922,26132.73438,22826.56641,22614.55273,30259.65039,8653.282227,21370.07031,17013.19531,19485.44336
TCGA-BC-A110-11A-11R-A131-07,81721.00781,11526.44141,24289.22656,22930.44531,17805.50195,21862.65234,5333.814941,18834.87305,17327.14258,16449.82617
TCGA-DD-A1EL-11A-11R-A155-07,119210.8359,23018.97461,28623.91602,22206.05469,17879.82031,25725.97461,9018.508789,16227.21875,11629.05273,16626.94727
TCGA-DD-A118-11A-11R-A131-07,118681.2969,13418.80859,24810.00195,20159.44141,19032.78125,27762.55469,9463.165039,24777.00391,14227.29688,19517.13672
TCGA-ES-A2HT-11A-11R-A180-07,89459.26563,20808.08203,21522.52148,15902.81836,13804.2041,14821.11426,7630.732422,9903.222656,23250.01758,8902.290039
TCGA-DD-A1EH-11A-11R-A131-07,136079.2031,14333.3584,36632.67188,25806.24219,24881.21289,39472.45703,6268.38916,34490.75781,16558.01953,24681.61523
TCGA-BD-A3EP-11A-12R-A22L-07,132538.5156,15351.39356,19742.14648,15962.13672,13580.41406,18445.01953,10800.8418,13650.5293,22262.93359,12411.02246
TCGA-DD-A1EC-11A-11R-A131-07,42456.93359,5953.279297,22446.59375,16346.43359,14588.84863,22523.21875,5157.304199,17363.39258,25008.36328,17098.79492
TCGA-BC-A10Q-11A-11R-A131-07,124055.3281,14124.09473,27205.60938,23627.19141,18319.5,26442.74609,5989.894043,25527.9707,18068.54688,18128.83789
TCGA-DD-A1EE-11A-11R-A131-07,68403.78125,11212.22363,18291.46875,12992.28809,10631.23242,15583.6416,8876.270508,12822.36328,28491.55273,9320.665039
TCGA-DD-A3A3-11A-11R-A22L-07,153147.5313,10341.02832,8483.491211,7917.655273,8986.043945,8917.666992,7914.548828,6731.640137,21961.04102,5376.742188
TCGA-FV-A2QR-11A-11R-A213-07,100301.6953,13484.6709,19905.83789,17274.13867,14428.67578,18801.20313,9101.40918,13166.23926,23731.56445,11276.39941
TCGA-DD-A113-11A-12R-A131-07,51404.01953,9213.605469,36490.78906,23902.08203,20822.4707,32406.55078,14543.10352,25982.24023,23452.0957,23959.54883
